grade,gender,raceeth,preschool,expectBachelors,motherHS,motherBachelors,motherWork,fatherHS,fatherBachelors,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,22,1,1,0,362,High
10,0,Hispanic,1,1,1,1,0,1,0,1,0,0,0,1,1,0,300,20,1,1,1,2162,High
10,0,White,1,1,1,0,1,1,0,1,1,0,1,1,1,0,300,27,1,1,0,2000,Low
10,0,White,0,1,1,0,1,1,0,0,1,1,1,1,0,0,250,22,1,1,1,1276,High
10,0,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,270,35,1,1,1,2966,High
10,1,White,1,1,1,1,1,1,0,1,1,0,1,1,1,0,275,20,1,1,0,929,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,180,20,1,1,0,887,High
10,1,Black,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,25,1,1,1,1392,Low
10,1,Hispanic,0,0,1,1,0,1,1,1,0,0,0,0,1,0,225,25,1,1,1,3000,Low
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,360,25,0,1,0,929,High
10,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,1,240,30,1,1,1,1202,High
10,1,Black,1,1,1,0,1,1,0,1,1,1,1,1,0,0,450,24,1,1,0,1387,Low
11,0,White,1,1,1,0,0,1,1,1,0,0,0,1,1,0,225,25,1,1,0,2878,High
10,0,Black,1,1,1,0,0,1,0,0,1,1,1,1,1,1,275,28,1,1,1,2149,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,10,1,0,1,366,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,0,0,1064,High
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,868,Low
10,0,More than one race,1,1,1,0,1,1,1,1,1,1,1,1,1,1,230,23,1,1,0,1380,Low
10,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,261,High
10,1,Hispanic,1,0,1,0,0,1,1,1,1,1,1,1,1,0,300,10,1,1,0,316,Low
12,0,Black,1,1,1,1,1,1,0,1,0,0,0,1,1,0,200,25,1,1,1,2203,High
10,1,Black,1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,20,1,1,1,1276,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,25,1,1,0,1812,Low
10,1,Hispanic,0,1,0,0,1,0,0,1,1,0,0,0,1,0,450,30,1,1,0,1327,Low
11,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,1913,High
11,0,More than one race,0,1,1,1,1,1,1,0,1,0,0,1,1,1,180,20,1,0,1,570,High
10,1,Hispanic,1,1,1,1,1,0,0,1,1,1,1,1,1,1,39,20,1,1,1,2640,High
10,1,Hispanic,0,1,1,1,1,0,0,1,1,1,0,1,1,1,225,36,1,1,1,3164,Low
10,1,Hispanic,1,1,1,0,0,1,0,1,1,1,1,1,1,0,200,25,1,1,0,996,High
11,1,Hispanic,1,1,0,0,0,0,0,1,1,0,0,0,1,1,360,30,1,1,1,2886,High
11,1,White,1,0,1,1,1,1,0,1,1,1,1,1,1,0,300,22,1,1,0,421,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,55,35,1,1,1,1988,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,31,0,1,0,2340,High
10,0,White,1,0,1,0,0,1,0,0,1,1,1,1,1,0,450,27,1,1,0,987,High
10,1,Hispanic,1,0,0,0,1,1,0,1,1,1,1,1,1,0,360,5,1,1,0,389,Low
11,1,Hispanic,0,1,1,0,1,1,0,1,1,0,0,1,1,0,200,30,1,1,1,3164,Low
10,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,27,1,1,1,1392,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,220,22,1,1,0,846,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,210,25,1,1,0,632,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,176,20,1,1,1,1900,High
11,0,White,1,1,1,1,1,1,1,1,1,0,1,1,1,0,240,30,1,0,1,575,High
11,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,350,25,1,0,1,308,High
10,1,Hispanic,1,1,1,0,1,1,0,1,1,0,0,1,1,0,200,20,1,0,1,398,Low
10,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,15,1,1,0,1380,Low
10,0,White,0,1,1,0,0,1,0,1,1,1,1,1,1,1,275,20,0,1,1,502,High
10,0,White,1,0,1,1,1,1,0,1,1,1,1,1,1,0,300,38,1,1,1,3138,High
11,0,White,0,1,1,0,0,1,0,0,1,1,1,1,1,0,230,25,1,1,0,1380,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,13,1,1,1,1900,High
11,1,Hispanic,0,1,0,0,0,0,0,1,0,0,0,0,0,0,275,10,1,1,0,227,Low
10,1,Hispanic,1,0,1,0,1,1,0,0,1,1,1,1,0,0,250,20,1,1,0,1375,Low
8,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,15,1,1,0,421,Low
10,0,Hispanic,0,0,0,0,1,0,0,0,1,0,0,0,0,1,630,28,1,1,1,1720,High
10,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,27,1,1,0,632,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,1327,Low
11,0,Hispanic,1,1,0,0,1,0,0,0,1,0,0,0,1,0,290,22,1,1,0,1347,High
11,1,White,0,1,1,1,1,1,1,1,1,1,1,1,1,0,40,15,1,1,0,632,High
10,0,Hispanic,1,1,1,1,1,1,1,1,1,0,0,1,1,1,500,26,1,0,1,308,High
10,1,White,0,1,1,0,0,1,1,1,1,1,1,1,1,0,235,25,1,1,0,1828,High
10,1,White,0,1,1,0,0,1,0,1,1,1,1,1,1,0,332,12,1,1,0,1317,Low
10,0,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,35,1,1,0,1900,High
10,0,White,1,1,1,1,1,1,0,1,1,1,0,1,1,1,360,20,1,1,0,987,High
10,0,White,1,1,1,1,1,1,1,1,1,0,0,1,1,0,250,20,1,1,0,1526,High
11,0,Asian,1,1,1,0,1,1,0,1,1,0,0,0,1,1,245,30,1,1,1,1095,High
10,0,White,1,1,0,0,1,1,0,1,1,1,1,1,1,1,385,35,1,1,0,507,Low
10,0,White,1,1,1,0,1,0,0,0,1,1,1,1,1,0,245,38,1,1,1,1095,High
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,300,33,1,1,1,3138,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,898,High
10,0,More than one race,1,1,1,0,1,1,0,1,1,0,1,1,1,1,264,30,1,1,0,1680,High
10,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,180,18,1,1,0,1380,Low
10,1,More than one race,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,1848,High
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,60,1,0,1,1212,High
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,18,1,1,0,850,High
10,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,35,1,1,1,2080,Low
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,632,High
10,1,Hispanic,0,1,1,0,1,1,0,1,1,1,1,1,1,1,280,38,1,1,1,2085,High
11,0,Hispanic,0,0,1,1,1,1,0,1,1,1,1,1,1,1,270,74,1,1,0,2402,High
11,1,Hispanic,0,1,1,0,1,0,0,1,1,1,0,1,0,0,60,30,1,1,1,3164,Low
9,1,White,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1200,25,1,1,0,361,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,200,25,1,0,1,1212,High
11,0,White,1,1,1,1,1,1,1,0,1,1,1,1,1,1,450,24,1,1,1,1720,High
11,1,Hispanic,1,1,1,0,1,1,0,1,1,0,0,0,1,0,275,30,1,1,0,754,Low
10,0,Black,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,30,1,1,1,2999,Low
10,1,Hispanic,1,0,0,0,0,0,0,1,1,0,0,0,1,0,360,30,1,1,1,1763,High
9,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,180,45,1,1,0,276,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,26,1,1,0,1375,High
10,0,Hispanic,1,1,1,0,1,1,0,1,1,0,0,1,1,0,210,20,1,0,1,570,Low
10,1,Asian,1,1,1,0,1,1,0,1,1,0,1,1,1,0,225,20,1,0,1,356,High
10,0,White,1,1,1,1,0,1,0,1,1,0,1,1,1,1,275,27,1,1,0,854,High
10,1,Black,0,1,1,0,1,1,1,1,0,0,0,0,1,0,60,40,1,1,1,2149,Low
11,1,White,0,1,1,0,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,979,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,18,0,0,1,366,High
9,1,Native Hawaiian/Other Pacific Islander,1,0,1,0,0,1,0,0,1,1,1,1,1,0,300,30,1,1,0,754,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,25,1,1,0,2000,Low
11,1,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,30,1,1,0,505,Low
10,0,White,1,0,0,0,0,0,0,1,1,1,1,1,1,0,275,25,1,1,0,1327,Low
10,1,White,0,1,1,0,1,1,0,1,1,0,0,0,1,1,275,12,1,0,1,915,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,235,15,1,1,0,1828,Low
11,1,Hispanic,1,0,0,0,0,1,0,1,1,1,1,1,0,1,225,30,1,1,1,989,High
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,18,1,1,0,2000,High
10,1,Hispanic,1,0,1,0,0,1,0,1,1,0,0,0,1,0,300,30,1,1,1,3261,High
10,1,White,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1100,25,1,1,0,1064,High
10,0,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,15,1,0,1,915,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,23,1,0,1,356,High
9,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,30,1,1,1,1378,Low
11,1,Hispanic,1,1,1,0,1,0,0,1,1,1,1,1,1,0,225,27,1,1,1,991,High
10,0,White,0,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1489,High
10,1,White,1,1,1,1,1,1,1,1,0,1,0,1,1,1,270,20,1,1,0,979,High
10,0,White,1,0,1,1,1,1,1,1,0,0,0,0,1,0,235,30,1,1,0,1828,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,2748,High
10,0,White,1,1,1,1,0,1,1,1,1,1,1,1,1,1,250,33,1,1,0,1692,High
10,1,White,1,1,1,1,0,1,0,1,1,1,1,1,1,0,250,30,1,0,0,1064,High
10,0,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,30,1,1,0,1900,High
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,1,200,17,1,0,1,356,High
10,1,White,1,1,1,0,1,1,0,1,1,0,1,1,1,0,210,20,1,1,1,991,High
10,1,White,1,0,1,0,0,1,1,1,1,1,1,1,1,0,240,15,1,1,0,1380,Low
10,0,White,0,1,1,0,1,1,0,0,1,1,1,1,1,1,280,15,0,1,1,502,High
11,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,258,30,1,1,0,1812,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,21,1,1,0,1526,High
11,0,Asian,1,1,1,0,1,1,0,1,1,0,0,1,1,0,255,21,1,0,1,570,High
11,0,White,1,1,1,1,0,1,1,1,1,1,1,1,1,1,240,15,1,1,1,1900,High
11,0,White,1,1,1,0,1,1,0,1,1,1,0,1,1,1,250,25,1,1,1,1723,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,25,1,1,0,1680,Low
10,1,White,1,1,1,0,0,1,0,0,1,1,1,1,1,1,200,20,1,1,0,434,High
10,0,Black,1,1,0,0,1,1,0,0,0,0,0,0,1,0,225,25,1,1,0,1327,High
10,0,Hispanic,0,1,1,0,1,1,0,1,1,1,0,1,1,1,225,17,1,1,0,1327,High
10,1,White,1,0,1,1,1,1,1,1,1,1,1,1,1,0,175,30,1,1,0,1913,High
11,0,Black,1,1,1,0,0,1,0,1,1,1,1,1,1,0,235,20,0,1,1,991,High
10,0,White,1,1,1,0,1,0,0,1,1,1,1,1,0,1,225,40,1,1,0,149,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,30,0,0,1,308,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1610,High
9,0,White,0,0,1,0,1,1,0,1,1,1,1,1,1,0,225,12,1,1,0,347,Low
11,1,White,0,1,1,0,1,1,0,0,1,0,0,0,1,0,275,33,1,1,1,3164,Low
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,1,450,21,1,1,0,987,High
11,0,White,0,1,1,1,1,1,1,1,1,1,1,1,1,1,264,35,1,1,0,2402,Low
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,25,1,1,1,2144,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,0,0,300,24,1,1,0,434,Low
11,1,Hispanic,1,1,0,0,1,1,0,1,1,0,0,1,1,0,225,30,1,1,0,754,Low
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,347,High
10,0,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,75,30,1,1,0,930,Low
11,0,Black,1,1,1,0,1,0,0,1,1,1,0,1,1,1,45,17,1,1,1,2640,High
10,0,Black,1,1,1,1,0,1,1,1,1,1,1,1,1,1,225,27,1,0,1,308,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,12,1,0,1,915,High
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,360,30,1,1,0,1295,High
10,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,200,16,1,1,0,509,High
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,30,1,1,0,1295,Low
10,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,0,0,180,18,1,1,0,261,High
11,0,White,1,1,1,1,1,1,0,1,0,1,0,1,1,1,225,14,1,1,0,1848,High
10,1,Hispanic,0,1,1,0,0,0,0,1,1,1,1,1,1,0,250,20,1,1,0,400,Low
10,0,White,1,1,1,1,0,1,0,1,1,1,1,1,1,1,260,16,1,1,0,3004,High
10,1,White,1,1,1,1,1,1,1,0,1,1,1,1,1,1,180,20,1,1,0,887,High
10,1,Asian,1,1,1,1,1,1,1,1,1,0,0,1,1,0,240,30,1,0,1,570,High
9,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,300,18,1,1,0,434,High
11,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,210,18,1,1,0,996,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,25,1,1,0,1680,High
11,0,Hispanic,1,1,0,0,1,1,0,1,1,1,1,1,1,1,330,35,1,1,1,2942,High
10,1,More than one race,1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,15,1,1,0,400,Low
10,0,Hispanic,1,1,1,1,1,0,0,0,0,0,0,0,1,0,232,15,1,1,0,2710,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,1064,High
10,1,White,0,0,1,0,0,1,0,1,1,1,1,1,1,0,225,26,1,1,0,358,Low
9,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,16,1,1,0,276,Low
10,0,White,1,0,1,0,1,0,0,1,1,1,1,1,1,0,250,35,1,1,1,2004,Low
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,20,1,0,1,356,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,24,1,1,0,1471,High
10,0,Hispanic,1,1,1,0,1,0,0,0,1,0,0,0,1,0,280,20,1,1,0,227,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,7,1,1,0,1233,Low
10,1,White,0,1,1,1,1,1,1,1,1,1,1,1,1,0,350,23,1,1,0,1295,High
10,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,1380,High
11,1,White,1,0,1,0,0,1,0,1,1,1,1,1,1,0,450,20,1,1,0,987,Low
10,1,Black,1,0,1,1,1,1,1,1,1,1,1,1,1,0,245,29,1,1,0,366,Low
10,1,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,31,1,1,1,2162,Low
10,1,Black,1,1,1,1,1,1,1,1,1,1,0,1,1,0,300,33,1,1,1,2255,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,20,1,1,0,2748,Low
10,1,Black,1,1,1,1,1,0,0,1,1,1,0,1,1,0,400,20,1,1,0,2041,High
11,0,Asian,1,1,1,1,0,1,1,1,0,0,0,0,1,1,275,25,1,1,0,2000,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,240,25,1,1,0,1380,Low
10,1,Asian,1,1,1,0,0,1,1,1,1,0,0,1,1,0,300,30,1,1,0,347,Low
10,0,White,1,1,1,0,0,1,0,1,1,1,1,1,1,0,240,9,1,1,0,149,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,25,1,0,1,356,High
11,0,White,0,1,0,0,1,1,0,1,1,1,1,1,1,0,800,25,1,1,0,808,Low
11,0,More than one race,1,1,1,0,1,1,0,1,1,1,1,1,1,1,275,30,1,1,1,2149,High
11,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,30,1,1,0,432,High
10,0,Black,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,25,1,1,0,820,Low
10,1,White,0,1,1,0,0,0,0,0,1,1,1,1,1,0,225,22,1,1,0,1250,Low
11,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,0,1,270,30,1,1,1,1619,High
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,135,19,1,1,0,196,Low
10,0,Black,1,1,1,1,1,1,1,1,1,1,1,1,0,0,990,20,1,1,1,1202,Low
11,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,25,1,1,0,850,High
10,0,White,1,1,1,0,0,1,1,1,1,1,1,1,1,1,300,19,1,1,0,362,High
9,1,Hispanic,1,1,0,0,1,0,0,1,1,0,0,1,1,0,425,30,1,1,0,2569,Low
11,0,Hispanic,0,1,1,1,1,1,1,1,0,0,0,0,1,0,110,20,1,1,1,1723,Low
11,0,White,1,1,1,0,1,1,0,0,1,1,1,1,1,1,140,32,1,1,0,1295,High
10,0,Hispanic,1,1,0,0,0,0,0,1,1,0,0,0,1,1,45,25,1,1,0,1900,Low
10,0,Hispanic,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1680,20,1,1,1,2646,Low
9,0,Hispanic,0,0,1,0,1,1,0,0,1,1,1,1,0,0,300,30,1,1,1,3592,Low
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,1,250,30,1,1,0,929,High
11,0,Hispanic,1,1,1,0,0,1,0,1,1,0,0,0,1,1,475,27,1,1,0,1079,High
10,0,White,0,1,1,0,1,1,0,1,1,1,1,1,0,0,270,15,1,1,0,261,Low
10,0,White,1,1,1,0,0,1,0,0,1,1,1,1,1,1,300,30,1,1,1,1046,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,31,1,0,0,1064,High
11,0,Asian,0,1,0,0,0,1,0,0,1,0,0,0,1,0,225,32,1,1,1,1095,High
9,1,More than one race,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,30,1,1,0,2878,Low
9,1,Asian,0,1,1,0,0,1,0,1,0,0,0,0,1,0,180,30,1,1,1,989,Low
10,1,Native Hawaiian/Other Pacific Islander,1,1,1,0,0,1,0,0,1,0,0,0,1,0,275,39,1,1,1,3592,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,0,1812,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,14,1,1,0,196,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,20,1,1,0,276,High
9,1,White,1,0,1,1,0,1,1,1,1,1,1,1,1,1,235,30,1,1,0,2878,High
10,0,White,1,1,1,0,0,1,1,0,1,1,1,1,1,0,300,39,1,1,1,3164,Low
10,0,Hispanic,0,0,1,0,1,1,1,1,1,0,1,1,1,0,275,28,1,1,0,1692,Low
10,0,American Indian/Alaska Native,1,1,1,0,0,1,0,1,1,1,1,1,0,1,55,15,1,1,0,300,Low
11,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,30,1,1,0,1610,High
9,1,Hispanic,1,1,1,0,0,1,0,1,1,1,1,1,1,0,300,34,1,1,1,3138,Low
10,0,White,0,1,1,1,1,1,1,0,1,1,1,1,1,1,270,26,1,0,1,570,High
11,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,2041,High
11,0,Hispanic,1,1,1,0,1,1,0,1,1,1,0,0,1,0,250,36,1,1,1,1763,High
10,1,Hispanic,0,1,0,0,0,1,0,1,1,0,0,1,1,0,250,40,1,1,1,2646,High
10,1,White,1,0,1,0,1,1,0,1,1,1,1,1,1,1,225,20,1,1,0,636,High
10,0,White,1,1,1,0,1,0,0,1,0,0,0,0,1,1,120,19,1,1,0,1733,High
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,40,1,1,1,1734,High
10,1,White,1,1,1,0,0,1,1,1,1,1,1,1,1,0,90,20,1,1,0,362,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,0,1526,High
9,1,Hispanic,0,1,0,0,1,0,0,1,0,0,0,0,1,0,200,30,1,1,0,1733,Low
10,0,White,1,0,1,0,0,1,0,1,1,1,1,1,0,0,275,20,1,1,0,362,Low
10,1,White,1,1,1,1,0,1,0,1,1,1,1,1,1,1,270,15,1,1,0,261,High
10,0,White,1,1,1,1,1,1,1,1,1,1,0,1,1,0,450,28,1,1,0,1750,High
10,1,White,0,1,1,0,0,1,0,0,1,1,1,1,1,0,450,28,1,1,0,432,High
11,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,275,28,1,1,0,316,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,15,1,1,0,389,High
10,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,1,50,18,0,1,0,868,Low
10,1,Black,0,1,1,0,1,1,0,1,1,1,1,1,1,1,450,30,1,1,0,820,Low
10,0,Hispanic,1,1,1,0,1,1,0,1,1,0,1,1,1,1,300,23,1,1,1,2144,High
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,30,1,1,1,2255,Low
10,1,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,1,45,25,1,1,1,673,Low
10,1,White,0,0,1,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,0,316,Low
11,0,Hispanic,1,1,0,0,1,0,0,1,1,0,0,0,1,0,200,30,1,1,1,2640,Low
9,1,White,0,0,1,0,0,1,0,1,1,1,1,1,1,0,150,20,1,1,0,1733,Low
10,1,Hispanic,1,0,1,0,1,1,0,1,1,1,1,1,1,0,420,27,1,1,0,899,Low
11,0,Black,0,1,1,0,1,1,0,1,1,1,1,1,0,1,225,30,1,1,1,1392,High
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,8,1,1,0,247,High
11,0,White,1,1,1,1,1,1,1,1,1,0,1,1,1,0,225,25,0,1,1,1640,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,150,30,1,1,1,2080,High
9,1,White,1,0,1,1,1,1,1,1,1,1,1,1,1,0,225,17,1,1,0,421,Low
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,50,20,1,0,1,366,High
10,0,Black,1,0,1,0,1,1,1,0,1,1,1,1,1,0,225,35,1,1,1,2144,Low
10,0,Hispanic,1,1,0,0,0,0,0,1,1,1,0,1,1,1,156,32,1,1,1,2942,Low
10,0,Hispanic,1,0,0,0,0,0,0,1,0,0,0,0,0,0,50,5,1,1,0,227,Low
10,0,Black,1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,30,1,1,1,2532,High
10,0,Native Hawaiian/Other Pacific Islander,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,0,996,High
9,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,480,25,1,1,0,2361,Low
10,0,Hispanic,1,1,0,0,1,0,0,1,1,0,0,1,1,1,70,25,1,1,0,712,High
10,0,Hispanic,0,1,1,0,0,1,0,1,1,0,0,1,1,0,285,35,1,1,1,2085,High
10,1,White,1,1,1,0,1,1,0,0,1,1,1,1,1,0,235,12,1,1,0,1828,High
10,1,Hispanic,1,1,1,1,1,1,1,1,0,0,0,0,1,0,800,12,1,1,0,2361,High
10,0,White,1,1,1,0,1,1,1,1,1,0,0,1,1,1,336,28,1,1,0,1897,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,0,0,240,20,1,1,0,247,Low
10,0,White,1,1,1,0,0,1,1,1,1,0,0,0,1,0,200,30,1,0,1,398,Low
10,0,Hispanic,1,1,1,0,0,1,0,1,1,1,1,1,1,1,275,26,1,1,1,1998,Low
9,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,55,25,1,1,0,762,Low
10,1,Black,1,1,1,0,0,1,0,1,1,1,1,1,0,0,400,25,1,1,0,820,Low
11,0,Hispanic,0,1,0,0,0,0,0,1,0,0,0,0,1,0,225,25,1,1,1,1408,High
10,1,Hispanic,1,1,1,1,1,1,1,1,0,0,0,0,1,0,360,30,1,1,1,2886,Low
10,0,Hispanic,0,1,1,1,1,1,1,1,1,1,1,1,1,1,270,30,1,1,1,3201,High
9,1,White,1,1,1,0,0,1,0,0,1,1,1,1,0,0,50,30,1,1,0,754,Low
10,1,Asian,0,1,1,1,1,1,1,1,0,0,0,0,1,1,285,25,1,1,1,2085,High
10,0,Hispanic,1,1,0,0,0,0,0,1,1,0,0,0,1,1,275,9,1,1,1,539,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,500,12,1,1,0,1173,High
11,1,Hispanic,0,1,1,0,0,1,0,1,1,1,0,1,1,1,250,25,1,0,1,308,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,25,1,1,1,2532,High
10,1,White,1,1,1,0,0,1,1,1,1,1,1,1,1,0,350,30,1,1,0,1295,High
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,28,1,1,0,505,Low
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,18,1,0,1,366,High
10,0,More than one race,1,1,1,0,0,1,0,1,1,1,1,1,1,0,270,18,1,1,0,389,High
10,1,White,0,1,1,0,0,1,0,1,1,1,1,1,1,1,250,20,1,1,0,366,Low
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,230,18,1,1,0,1828,High
